fid,name,type,addr1,addr2,zip,lon,lan,tel,city,gugun,createDate,erdsgn,upDate
11277,종촌농구장,기타시설,세종특별자치시  도움3로 125 (종촌동),제천뜰근린공원,30064,127.2473123,36.50351525,,세종특별자치시,세종시,20161229,N,2024-10-31
11278,종촌인라인스케이트장,롤러스케이트장,세종특별자치시  도움1로 160 (종촌동),꾸러기어린이공원,30064,127.2419985,36.50333691,044-301-3333,세종특별자치시,세종시,20140101,N,2025-07-31
11279,종하체육관,구기체육관,울산광역시 남구 신정동 689-4 울산광역시종하체육관,,44677,129.3101994,35.53661289,052-273-0286,울산광역시,,19770928,Y,2024-10-31
11280,종합경기장,육상경기장,전북특별자치도 정읍시 상평동 274 정읍시종합경기장,,56208,126.8360948,35.56107594,063-539-5445,전북특별자치도,정읍시,19910101,N,2025-06-25
11281,종합경기장 축구장,축구장,전북특별자치도 정읍시 상평동 274 정읍시종합경기장,,56208,126.8360948,35.56107594,063-539-5445,전북특별자치도,정읍시,19910101,Y,2025-06-26
11282,종합경기장궁도장,국궁장,경상북도 김천시 삼락동  488-1 김천종합스포츠타운,,39524,128.0880878,36.1449243,054-421-1661,경상북도,김천시,19000101,Y,2025-06-19
11283,종합문화복지타운,수영장,경상북도 청송군 청송읍 금월로 244-30,,37433,129.0589382,36.42993763,054-870-6573,경상북도,청송군,20130722,N,2025-06-30
11284,종합사격장 농구장,간이운동장,전라북도 임실군 청웅면 구고리 946-1 전라북도종합사격장,,55934,127.1931816,35.58742731,063-640-2324,전북특별자치도,임실군,20130101,N,2025-07-01
11285,종합스포츠단지 풋살장(A코트),기타시설,충청남도 서천군 마서면 옥산리 155 서천국민체육센터,풋살장(A~B코트),33651,126.6647488,36.05945196,041-950-6691,충청남도,서천군,20190408,N,2025-06-20
11286,종합스포츠단지 풋살장(B코트),기타시설,충청남도 서천군 마서면 옥산리 155 서천국민체육센터,풋살장(A~B코트),33651,126.6647488,36.05945196,041-950-6691,충청남도,서천군,20200302,N,2025-06-20
11287,종합스포츠센터수영장,수영장,경상북도 영천시 교촌동 336-1 영천시종합스포츠센터,,38844,128.923093,35.97100037,054-339-7485,경상북도,영천시,20060315,N,2025-07-16
11288,종합운동장 게이트볼장,전천후게이트볼장,충청남도 천안시 서북구 백석동 251 종합운동장,게이트볼장,31157,127.1133052,36.81910075,041-521-5751,충청남도,천안시,20250428,Y,2025-07-31
11289,종합운동장 게이트볼장,전천후게이트볼장,경상북도 포항시 남구 대도동  325-2,,37832,129.3608625,36.00700552,,경상북도,포항시,19000101,N,2024-12-06
11290,종합운동장 경기장,기타시설,강원특별자치도 태백시 문곡동 10-3 태백종합경기장,,26044,129.0035208,37.13520752,033-550-2300,강원특별자치도,태백시,20030101,N,2024-10-31
11291,종합운동장 노천게이트볼장,기타시설,충청남도 당진시 고대면 진관리 349-20 게이트볼경기장,,31793,126.5971826,36.92256786,041-350-3603,충청남도,당진시,20250624,N,2025-06-24
11292,종합운동장 대교배드민턴 체육관,기타시설,경기도 이천시 부발읍 중부대로 1696,,17321,127.4966659,37.28578941,,경기도,이천시,20171124,N,2024-10-31
11293,종합운동장 보조구장,간이운동장,경기도 부천시 춘의동 8 부천시춘의동체육공원,,14655,126.7990254,37.50256527,032-340-5370,경기도,부천시,19990101,N,2024-10-31
11294,종합운동장 실내탁구장,구기체육관,경기도 이천시 부발읍 무촌리 52 이천시종합운동장,실내탁구장,17321,127.4953303,37.28627697,031-644-4315,경기도,이천시,19990101,Y,2024-10-31
11295,종합운동장 실내탁구장,기타시설,경기도 이천시 부발읍 중부대로 1696,실내탁구장,17321,127.4966659,37.28578941,,경기도,이천시,20171124,N,2024-10-31
11296,종합운동장 이천시야구장,야구장,경기도 이천시 부발읍 무촌리 52,,17321,127.4953303,37.28627697,031-644-4315,경기도,이천시,19990101,N,2025-06-21
11297,종합운동장 인라인스케이트장,롤러스케이트장,경기도 동두천시 어등로 45 (생연동),,11320,127.0700165,37.90073194,,경기도,동두천시,20161107,N,2025-06-27
11298,종합운동장 인라인장,롤러스케이트장,경기도 이천시 부발읍 무촌리 52,,17321,127.4953303,37.28627697,031-644-4315,경기도,이천시,19990101,N,2025-06-18
11299,종합운동장 인라인장,롤러스케이트장,경기도 이천시 부발읍 중부대로 1696,,17321,127.4966659,37.28578941,031-644-4317,경기도,이천시,20161231,N,2024-10-31
11300,종합운동장 자전거공원,기타시설,충청남도 당진시 고대면 진관리 349-20 게이트볼경기장,,31793,126.5971826,36.92256786,041-350-3603,충청남도,당진시,20241212,N,2025-06-25
11301,종합운동장 정구장,테니스장,경기도 이천시 부발읍 중부대로 1696,,17321,127.4966659,37.28578941,031-644-4317,경기도,이천시,20090510,N,2024-10-31
11302,종합운동장 정구장,테니스장,경기도 이천시 부발읍 무촌리 52,,17321,127.4953303,37.28627697,031-644-4315,경기도,이천시,19990101,N,2025-06-20
11303,종합운동장 족구경기장,기타시설,강원특별자치도 태백시 문곡동 10-3 태백종합경기장,,26044,129.0035208,37.13520752,033-550-2300,강원특별자치도,태백시,20080101,N,2025-05-21
11304,종합운동장 족구장,기타시설,경기도 이천시 부발읍 무촌리 52 이천시종합운동장,,17321,127.4953303,37.28627697,031-644-4315,경기도,이천시,19990101,N,2025-06-18
11305,종합운동장 족구장,기타시설,경기도 이천시 부발읍 중부대로 1696,,17321,127.4966659,37.28578941,,경기도,이천시,20171124,N,2024-10-31
11306,종합운동장 족구장,기타시설,경기도 동두천시 생연동  70 동두천시종합운동장,,11320,127.0704987,37.90083977,,경기도,동두천시,20161208,N,2025-06-27
11307,종합운동장 주경기장,육상경기장,경기도 이천시 부발읍 무촌리 52 이천시종합운동장,,17321,127.4953303,37.28627697,031-644-4315,경기도,이천시,19990101,Y,2024-10-31
11308,종합운동장 주경기장,육상경기장,경기도 이천시 부발읍 무촌리 52,,17321,127.4953303,37.28627697,031-644-4315,경기도,이천시,19990101,N,2025-06-18
11309,종합운동장 축구장,축구장,전라남도 나주시 영산강변로 99 (송월동),,58253,126.7168185,35.01003483,061-339-4525,전라남도,나주시,20110515,N,2024-10-31
11310,종합운동장 테니스장,테니스장,경기도 이천시 부발읍 중부대로 1696,,17321,127.4966659,37.28578941,,경기도,이천시,20171124,N,2024-10-31
11311,종합운동장 테니스장,테니스장,경기도 이천시 부발읍 무촌리 52,,17321,127.4953303,37.28627697,031-644-4315,경기도,이천시,19990101,N,2025-06-21
11312,종합운동장 풋살,기타시설,강원특별자치도 태백시 문곡동 10-3 태백종합경기장,,26044,129.0035208,37.13520752,033-550-2300,강원특별자치도,태백시,20030101,N,2024-10-31
11313,종합운동장(풋살장),기타시설,강원특별자치도 태백시 문곡동 10-3 태백종합경기장,,26044,129.0035208,37.13520752,033-550-2300,강원특별자치도,태백시,20030101,N,2025-05-21
11314,종합운동장게이트볼장,전천후게이트볼장,경기도 의정부시 녹양동  산89-15,,11606,127.0265992,37.75584003,031-828-4074,경기도,의정부시,20111114,N,2025-05-16
11315,종합운동장내보조구장게이트볼장,전천후게이트볼장,경기도 동두천시 생연동  70 작은도서관 지혜의등대,,11319,127.0675604,37.9005622,,경기도,동두천시,20161107,N,2025-04-30
11316,종합운동장내테니스장,테니스장,경기도 김포시 사우동 278-5 김포시사계절스케이트장,,10110,126.7192511,37.6171736,031-980-2586,경기도,김포시,20050101,N,2025-05-23
11317,종합운동장보조경기장,축구장,경기도 하남시 망월동  200,하남종합운동장,12912,127.1924789,37.56620972,031-790-2000,경기도,하남시,20140830,N,2025-06-27
11318,종합운동장보조구장,축구장,경기도 동두천시 생연동  70 동두천시종합운동장,,11320,127.0681968,37.90022848,,경기도,동두천시,20161107,N,2025-06-27
11319,종합운동장족구장,기타시설,강원특별자치도 삼척시 교동  243-13 교동자율방법대외6,,25909,129.1716977,37.45664474,,강원특별자치도,삼척시,20111027,N,2025-06-12
11320,종합운동장족구장,기타시설,전북특별자치도 익산시 부송동 180,족구장,54582,127.0098577,35.96796253,063-839-2863,전북특별자치도,익산시,20110601,Y,2025-06-25
11321,종합운동장체육시설,간이운동장,,,26447,127.9419163,37.33906115,,강원특별자치도,원주시,20170221,N,2024-10-31
11322,종합운동장축구장,축구장,전라남도 나주시 영산강변로 99 (송월동),,58253,126.7168185,35.01003483,,전라남도,나주시,20161231,N,2024-10-31
11323,종합운동장테니스장,테니스장,경기도 하남시 망월동  200,하남종합운동장,12912,127.1960221,37.56633904,031-790-2000,경기도,하남시,20080514,N,2025-06-27
11324,종합운동장테니스장,테니스장,경기도 동두천시 생연동  70 작은도서관 지혜의등대,,11319,127.0703132,37.90186696,,경기도,동두천시,20161107,N,2025-06-27
11325,종합체력씨름장(2),씨름장,경상남도 창원시 마산합포구 서원곡1길 19 (교방동),,51269,128.5624503,35.21058881,,경상남도,창원시,20161231,N,2024-10-31
11326,종합체육관,구기체육관,강원특별자치도 원주시 명륜동 313 원주종합체육관,,26447,127.9412423,37.33894398,033-737-4309,강원특별자치도,원주시,20130729,Y,2025-06-26
11327,종합체육센터 비가림테니스장,테니스장,전라남도 영광군 영광읍 단주리 673,영광스포티움,57035,127.265434,36.49787653,061-350-4852,전라남도,영광군,20071031,N,2025-01-26
11328,종합체육회관,투기체육관,강원특별자치도 춘천시 석사동 산29-3 춘천종합체육회관,,24327,127.7556321,37.86342536,033-250-4232,강원특별자치도,춘천시,20060516,N,2025-07-16
11329,좌동테니스장,테니스장,부산광역시 해운대구 좌동순환로402번길 16 (좌동),,48104,129.1782786,35.1635604,,부산광역시,해운대구,20170112,N,2024-10-31
11330,좌운1리 실내게이트볼장,전천후게이트볼장,강원특별자치도 홍천군 영귀미면 좌운리 893,,25155,128.0134394,37.63621741,033-430-4461,강원특별자치도,홍천군,20191231,N,2024-10-31
11331,좌운리게이트볼장,전천후게이트볼장,,홍천군 동면 둔지촌길 36,25155,128.0082774,37.63684023,033-430-4464,강원특별자치도,홍천군,20061030,N,2024-10-31
11332,좌천경로당,간이운동장,부산광역시 기장군 장안읍 좌천4길 46-2,,46033,129.2424569,35.31340862,,부산광역시,기장군,20140828,N,2025-07-30
11333,좌천리,간이운동장,부산광역시 기장군 장안읍 좌천리 510-110,,46038,129.2531847,35.31286309,,부산광역시,기장군,20100205,N,2024-10-31
11334,좌천삼거리 쌈지공원 체육시설,간이운동장,부산광역시 동구 중앙대로 지하 446 (좌천동),,48727,129.0543086,35.13430159,,부산광역시,동구,20170406,N,2024-10-31
11335,주계리 경로당,간이운동장,경상북도 안동시 와룡면 주계리 537 주계경로당,주계경로당,36610,128.800647,36.63305981,,경상북도,안동시,20181106,N,2025-04-14
11336,주곡2리 동네체육시설,간이운동장,경상북도 영양군 일월면 주곡리 28-1 감북골노인회관,,36514,129.1085685,36.71075009,,경상북도,영양군,20161230,N,2024-10-31
11337,주공2차 전천후 게이트볼장,전천후게이트볼장,전북특별자치도 진안군 진안읍 군상리 805 노계동실내게이트볼장,,55423,127.4260857,35.79614909,063-430-2375,전북특별자치도,진안군,20160908,N,2025-07-05
11338,주공2차 전천후 게이트볼장,전천후게이트볼장,전라북도 진안군 진안읍 진용로 55,,55423,127.4263309,35.79607152,,전북특별자치도,진안군,20170303,N,2024-10-31
11339,주교면 체육공원,간이운동장,충청남도 보령시 주교면 주교리 479,,33416,126.5596043,36.38969673,041-930-3332,충청남도,보령시,20210929,N,2025-07-01
11340,주남공원,간이운동장,경상북도 영천시 금노동 604-32,,38885,128.9317599,35.95940299,054-330-6318,경상북도,영천시,20200312,N,2024-10-31
11341,주덕다목적운동장 체육시설,간이운동장,충청북도 충주시 주덕읍 삼청리 223,주덕다목적운동장,27462,127.7869177,36.97074934,043-850-2302,충청북도,충주시,20150101,N,2025-07-03
11342,주덕읍행정복지센터,간이운동장,충청북도 충주시 주덕읍 신양리 206 주덕읍사무소,주덕읍주민자치센터 뒤,27462,127.7949736,36.97555456,043-850-2302,충청북도,충주시,20110510,N,2025-07-03
11343,주도1리 경로당 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 주도리 483 주도1구회관,주도1리 경로당 내,58149,126.9324371,35.03320535,061-379-3403,전라남도,화순군,20190909,N,2025-06-24
11344,주도2리 경로당 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 주도리 143,,58149,126.9361682,35.03225552,061-379-3401,전라남도,화순군,20161231,N,2025-06-24
11345,주도3리 마을회관 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 매화길 27,주도3리 마을회관,58149,126.9371185,35.03343862,061-379-3401,전라남도,화순군,20170731,N,2025-06-24
11346,주동마을 동네체육시설,간이운동장,전라남도 여수시 주삼동 933-2,,59633,127.6494196,34.78754857,061-659-3269,전라남도,여수시,20151123,N,2025-06-20
11347,주례2동 희망마을 체육시설,간이운동장,부산광역시 사상구 주례동 14-7,,47005,129.011171,35.151906,051-310-4124,부산광역시,사상구,20161009,N,2024-10-31
11348,주례승학약수터 체육시설,간이운동장,부산광역시 사상구 주례동 산69-1 관음사,주례2동 산69-1(진구경계 임도 위 편백숲 쉼터),47011,129.014022,35.142027,051-310-4124,부산광역시,사상구,20161009,N,2024-10-31
11349,주례시장뒤 체육시설,간이운동장,부산광역시 사상구 주례동 428-3 주영목광,주례1동 428-1(철로변 축대붕괴지),47002,129.0009466,35.15151683,051-310-4124,부산광역시,사상구,20161009,N,2024-10-31
11350,주례양지약수터 체육시설,간이운동장,부산광역시 사상구 주례동 산113,주례1동 산113-10(용문사 위),46994,129.005782,35.15898,051-310-4124,부산광역시,사상구,20161009,N,2024-10-31
11351,주례여중밑 쌈지공원 체육시설,간이운동장,부산광역시 사상구 주례동 95 주례여자중학교,주례3동 95(주례여중 담벽),47014,129.006862,35.148896,051-310-4124,부산광역시,사상구,20161009,N,2024-10-31
11352,주마공원,간이운동장,인천광역시 서구 심곡로 19-9 (심곡동),,22728,126.6717436,37.54300701,033-560-4800,인천광역시,서구,20161231,N,2024-10-31
11353,주막어린이공원,간이운동장,대전광역시 유성구 신성동 141-4,,34107,127.3481029,36.38957501,042-6112-038,대전광역시,유성구,20180406,N,2025-07-15
11354,주문1리경로당,간이운동장,인천광역시 강화군 서도면 주문도길 264,,23008,126.2431899,37.64337399,,인천광역시,강화군,20170531,N,2025-07-29
11355,주문진실내체육관,구기체육관,강원특별자치도 강릉시 주문진읍 교항리 48-155 주문진실내체육관,,25424,128.8292605,37.88032156,,강원특별자치도,강릉시,19860101,N,2024-11-15
11356,주문진해변 행정봉사실 옆,간이운동장,강원특별자치도 강릉시 주문진읍 향호리 8-17,,25404,128.8177177,37.91008017,033-640-5986,강원특별자치도,강릉시,20180823,N,2024-11-27
11357,주미통 동네체육시설,간이운동장,충청남도 공주시 주미동 94-5,노인회관,32602,127.1022614,36.42288043,041-840-2906,충청남도,공주시,20140101,N,2024-12-09
11358,주민들쌈지공원동네체육시설,간이운동장,대구광역시 서구 비산동 771-67,,41741,128.5657159,35.88214554,053-663-2173,대구광역시,서구,19990101,N,2024-10-31
11359,주민어울마당,간이운동장,부산광역시 동구 범일동 산81-28 동구도서관,,48763,129.0525723,35.1380276,051-440-4374,부산광역시,동구,20180618,N,2025-06-29
11360,주민커뮤니티센터 체육시설,간이운동장,부산광역시 사상구 주례동  55-128,진사로36번길 48-6(주례2동),47009,129.0137776,35.14715518,051-310-4121,부산광역시,사상구,20161228,N,2024-10-31
11361,주산게이트볼장,전천후게이트볼장,전라북도 부안군 주산면 돈계리 54-10 주산면게이트볼장,주산게이트볼장,56327,126.7092629,35.67347053,063-582-6031,전북특별자치도,부안군,20020802,Y,2025-07-31
11362,주산리자은동운동기구,간이운동장,,주산리 1326-6,26303,127.9144895,37.40665636,,강원특별자치도,원주시,20170220,N,2024-10-31
11363,주산리중방운동기구,간이운동장,,주산리318,26303,127.9296195,37.40079725,,강원특별자치도,원주시,20170220,N,2024-10-31
11364,주산리탁구교실,간이운동장,,,26303,127.929644,37.39985643,,강원특별자치도,원주시,20170220,N,2024-10-31
11365,주산면체련공원,간이운동장,전라북도 부안군 주산면 종산로 13,,56327,126.7092629,35.67347053,063-580-4691,전북특별자치도,부안군,20170831,N,2024-10-31
11366,주산체육관,구기체육관,경상북도 고령군 대가야읍 연조리 548 경상북도고령학생체육관,,40136,128.2628024,35.72911057,054-950-6353,경상북도,고령군,19760504,N,2025-06-27
11367,주삼동 월산마을 동네체육시설,간이운동장,전라남도 여수시 봉계동 724-1,,59631,127.6682106,34.78407457,061-659-3269,전라남도,여수시,20211124,N,2025-07-08
11368,주상마을 운동기구,간이운동장,경상남도 산청군 금서면 주상리 455-2,,52228,127.7867669,35.45900959,055-970-8203,경상남도,산청군,20180328,N,2024-10-31
11369,주성어린이공원 동네체육시설,간이운동장,충청북도 청주시 청원구 주성동 436,주성어린이공원(주성동 435),28318,127.4989734,36.67059231,043-201-4414,충청북도,청주시,19990101,N,2024-10-31
11370,주안스포츠문화센터,생활체육관,인천광역시 미추홀구 주안동 1472 주안스포츠문화센터,,22151,126.6809903,37.45243526,032-880-8726,인천광역시,남구,20230728,N,2025-07-31
11371,주암18면동네체육시설,간이운동장,전라남도 순천시 주암면 운룡리 94-2 용두마을회관,,57910,127.2062489,35.11863037,061-749-6662,전라남도,순천시,19000101,N,2024-10-31
11372,주암7면동네체육시설,간이운동장,전라남도 순천시 주암면 백록리 210-1 마을회관,가음마을,57910,127.22638,35.1037478,061-749-6662,전라남도,순천시,19000101,N,2024-10-31
11373,주암7면동네체육시설,간이운동장,전라남도 순천시 주암면 백록리 210-1 마을회관,가음마을,57910,127.22638,35.1037478,061-749-6662,전라남도,순천시,19000101,N,2024-10-31
11374,주암마을회관,간이운동장,전라남도 장성군 서삼면 모암리 219-1 서삼편백권역 종합복지관,주암마을회관,57231,126.7643415,35.36636257,061-390-8506,전라남도,장성군,19000101,N,2025-06-23
11375,주역심터동네체육시설,간이운동장,경상북도 영양군 입암면 연당리 31,연당리 주역쉼터,36545,129.0832537,36.61274613,,경상북도,영양군,20161230,N,2024-10-31
11376,주영라이프 주변 체력단련시설,간이운동장,경상남도 통영시 태평동 10 주영라이프,,53049,128.4278285,34.84898421,055-650-4723,경상남도,통영시,20181206,N,2024-10-31
11377,주은옥향아파트,간이운동장,충청북도 옥천군 옥천읍 성왕로 1274 (옥향아파트),,29030,127.5788049,36.31669468,,충청북도,옥천군,20110108,N,2024-10-31
11378,주은청설아파트 상가 내 탁구장,구기체육관,경기도 안성시 금산동 81-2 주은청설아파트,상가A동 2층,17569,127.2671083,37.01403467,031-678-6867,경기도,안성시,19991201,N,2025-05-27
11379,주인예술촌,간이운동장,경상북도 울진군 북면 주인리 607-1,,36306,129.325509,37.08786612,054-789-4211,경상북도,울진군,19000101,N,2025-06-30
11380,주자공원,간이운동장,인천광역시 서구 연희로14번길 10-1 (연희동),,22721,126.6757003,37.55013941,033-560-4800,인천광역시,서구,20161231,N,2024-10-31
11381,주적체육공원 풋살장,풋살장,인천광역시 남동구 도림동 412 주적체육공원,,21646,126.7250417,37.41351089,032-453-6282,인천광역시,남동구,20241226,N,2025-07-18
11382,주적체육공원리틀야구장,야구장,인천광역시 남동구 도림동 412 주적체육공원,,21646,126.7250417,37.41351089,032-453-6282,인천광역시,남동구,20161230,N,2025-07-18
11383,주적체육공원테니스장,테니스장,인천광역시 남동구 도림동 412-9,,21656,126.7246227,37.41355083,032-453-6280,인천광역시,남동구,20161231,N,2025-07-18
11384,주중11통 마을회관,간이운동장,충청북도 청주시 청원구 주중동 산67-4,,28308,127.494368,36.67859654,043-201-8032,충청북도,청주시,20190513,N,2025-04-03
11385,주중근린공원 동네체육시설,간이운동장,충청북도 청주시 청원구 주중동 1023 대원칸타빌2차아파트,주중근린공원(주중동1021),28324,127.4947622,36.67378516,043-201-4414,충청북도,청주시,19990101,N,2024-10-31
11386,주중어린이공원 동네체육시설,간이운동장,충청북도 청주시 청원구 주중동 999,주중어린이공원(주중동 1002),28325,127.4904357,36.67190665,043-201-4414,충청북도,청주시,19990101,N,2024-10-31
11387,주진2리경로당,간이운동장,경상북도 안동시 예안면 주진리 288-4,,36608,128.8552274,36.66542573,054-840-4561,경상북도,안동시,20190430,N,2024-11-27
11388,주진전천후게이트볼장,전천후게이트볼장,강원특별자치도 평창군 평창읍 주진리 627-2,주진전천후게이트볼장,25369,128.4020569,37.39462136,033-330-2082,강원특별자치도,평창군,19990101,N,2024-10-31
11389,주천 전천후 게이트볼장,간이운동장,전라북도 진안군 주천면 주양리 457-1 게이트볼장,,55402,127.4263224,35.97467631,063-430-2256,전북특별자치도,진안군,20180305,N,2024-10-31
11390,주천 전천후 게이트볼장,전천후게이트볼장,전라북도 진안군 주천면 주양리 457-1 게이트볼장,,55402,127.4264427,35.97476961,063-430-8381,전북특별자치도,진안군,20090612,N,2025-06-10
11391,주천고등학교 풋살경기장,축구장,강원특별자치도 영월군 주천면 주천리 1430 주천중·고등학교,,26203,128.2645601,37.2739172,,강원특별자치도,영월군,20161229,N,2025-07-31
11392,주천면전천후게이트볼장,전천후게이트볼장,강원특별자치도 영월군 주천면 주천리 1458-50 주천게이트볼장,,26203,128.2709512,37.27530833,,강원특별자치도,영월군,20050104,N,2025-07-31
11393,주천전천후게이트볼장,전천후게이트볼장,전라북도 진안군 주천면 주양리 457-1 게이트볼장,,55402,127.4263224,35.97467631,063-430-2255,전북특별자치도,진안군,20161107,N,2024-10-31
11394,주천테니스장,테니스장,강원특별자치도 영월군 주천면 주천리 1246-5,,26203,128.267423,37.27353519,,강원특별자치도,영월군,20090513,N,2025-07-31
11395,주택공원 게이트볼장,간이운동장,경기도 성남시 분당구 불정로 50 (정자동),,13606,127.1185959,37.35602898,,경기도,성남시,20170210,N,2025-06-09
11396,주택공원 배드민턴장,간이운동장,경기도 성남시 분당구 불정로 50 (정자동),,13606,127.1186642,37.35639833,,경기도,성남시,20170210,N,2025-06-09
11397,주택공원테니스장,간이운동장,경기도 성남시 분당구 불정로 50 (정자동),,13606,127.1155701,37.35549587,,경기도,성남시,20170210,N,2025-06-09
11398,주평마을회관,간이운동장,전라남도 장성군 진원면 용산리 427-1 주평마을회관,,57246,126.8717697,35.25473895,061-390-8506,전라남도,장성군,19000101,N,2025-06-23
11399,주포1리공영주차장,간이운동장,,,26503,127.8696986,37.16631272,,강원특별자치도,원주시,20170221,N,2024-10-31
11400,주포2리마을회관,간이운동장,,주포2리426-1,26502,127.8589552,37.15693027,,강원특별자치도,원주시,20170221,N,2024-10-31
11401,주하2리경로당,간이운동장,경상북도 안동시 와룡면 주하리 387,,36610,128.7461843,36.65044582,,경상북도,안동시,20160101,N,2025-04-04
11402,주학초등학교 체육시설,간이운동장,부산광역시 사상구 주례동 84-192 주학초등학교,주례2동 84-192(주학초등),47010,129.011951,35.145684,051-310-4124,부산광역시,사상구,20161009,N,2024-10-31
11403,죽곡리 태성아파트뒷편체육시설,간이운동장,대구광역시 달성군 다사읍 죽곡2길 6 (강창태성그린시티),죽곡리 144-4 태성그린시티아파트 뒤편,42918,128.4618258,35.85704921,053-668-5517,대구광역시,달성군,20150101,N,2025-06-26
11404,죽곡면게이트볼장,전천후게이트볼장,전라남도 곡성군 죽곡면 오죽로 5,,57549,127.3185027,35.15004492,,전라남도,곡성군,20161231,N,2024-10-31
11405,죽담체육공원 3:3농구장,기타시설,경기도 오산시 궐동 828,,18117,127.0495608,37.16350684,031-8036-7964,경기도,오산시,20241031,N,2025-06-12
11406,죽담체육공원 그라운드 골프장,기타시설,경기도 오산시 궐동 828,,18117,127.0495608,37.16350684,070-4120-3041,경기도,오산시,20241015,N,2025-06-12
11407,죽담체육공원 족구장,기타시설,경기도 오산시 궐동 828,,18117,127.0495608,37.16350684,031-8036-7964,경기도,오산시,20241031,N,2025-06-12
11408,죽담체육공원 풋살장,풋살장,경기도 오산시 궐동 828,,18117,127.0495608,37.16350684,031-8036-7964,경기도,오산시,20241031,N,2025-06-12
11409,죽당마을 게이트볼장,간이운동장,경상남도 함양군 안의면 당본리 176,,50009,127.8102357,35.6286354,055-960-5471,경상남도,함양군,20170120,N,2024-10-31
11410,죽당마을 운동광장,간이운동장,경상남도 함양군 안의면 금성길 34-13,당본리 291-8,50008,127.8088292,35.63059518,055-960-4146,경상남도,함양군,20170120,N,2024-10-31
11411,죽당마을 테니스장,간이운동장,경상남도 함양군 안의면 당본리 176,,50009,127.8102357,35.6286354,055-960-5471,경상남도,함양군,20170120,N,2024-10-31
11412,죽도1어린이공원(교보빌딩 뒤) 체육시설,간이운동장,경상북도 포항시 북구 죽도동  713-1,,37758,129.3504032,36.01551372,,경상북도,포항시,20161219,N,2024-10-31
11413,죽도2어린이공원 체육시설,간이운동장,경상북도 포항시 북구 죽도동  195-6,,37746,129.3595101,36.02963086,,경상북도,포항시,20161219,N,2024-10-31
11414,죽도3어린이공원(죽파 옆) 체육시설,간이운동장,경상북도 포항시 북구 죽도동  105 죽도지구대,,37774,129.3620995,36.02749316,,경상북도,포항시,20161219,N,2024-10-31
11415,죽도4어린이공원(중앙교회 뒤) 체육시설,간이운동장,경상북도 포항시 북구 죽도동  601-18,,37749,129.3571558,36.02663454,,경상북도,포항시,20161219,N,2024-10-31
11416,죽도5어린이공원 체육시설,간이운동장,경상북도 포항시 북구 죽도동  673-5,,37765,129.3548266,36.01713879,,경상북도,포항시,20161219,N,2024-10-31
11417,죽도6어린이공원 체육시설,간이운동장,경상북도 포항시 북구 죽도동  663-14,,37756,129.3503567,36.02029441,,경상북도,포항시,20161219,N,2024-10-31
11418,죽도7어린이공원(삼성생명 뒤) 체육시설,간이운동장,경상북도 포항시 북구 죽도동  626-11,,37752,129.3565124,36.02253866,,경상북도,포항시,20161219,N,2024-10-31
11419,죽동리 세원경로당,간이운동장,경상북도 경주시 외동읍 죽동리 686-9 죽동리신원회관/신원경로회관,,38203,129.3037826,35.73009095,,경상북도,경주시,20190310,N,2024-10-31
11420,죽림 임내숲 동네 체육시설,간이운동장,경상남도 사천시 죽림동 572-1 남양노인당,,52547,128.06551,34.96800226,055-831-5419,경상남도,사천시,19990101,N,2024-10-31
11421,죽림 탑공원 생활체육시설,간이운동장,전라남도 진도군 임회면 진도대로 3632,맞은편 죽림탑공원,58944,126.2387943,34.39139558,,전라남도,진도군,20100101,N,2024-10-31
11422,죽림공동체 앞 체육시설,간이운동장,부산광역시 동구 초량상로63번가길 28 (초량동),초량동 931-47,48807,129.0365405,35.1187482,,부산광역시,동구,20170406,N,2024-10-31
11423,죽림리 생활체육시설,간이운동장,전라남도 진도군 임회면 헌복동길 24,옆 죽림솔밭,58944,126.2597807,34.39096545,,전라남도,진도군,20120101,N,2024-10-31
11424,죽림리게이트볼장,전천후게이트볼장,세종특별자치시  조치원읍 죽림리 243,,30034,127.3001587,36.5923823,,세종특별자치시,세종시,20161107,N,2025-06-25
11425,죽림리배드민턴장,구기체육관,세종특별자치시  조치원읍 죽림리 243,,30034,127.3001587,36.5923823,044-301-3322,세종특별자치시,세종시,19000101,N,2025-06-25
11426,죽림소공원(신우희가로아파트 앞) 체력단련시설,간이운동장,경상남도 통영시 광도면 죽림리 1564-2,,53013,128.4191069,34.8893783,055-650-4723,경상남도,통영시,20181129,N,2024-10-31
11427,죽말경로당,간이운동장,대전광역시 중구 중촌동 62-3,죽말경로당,34808,127.4079167,36.33905752,042-606-6273,대전광역시,중구,20230915,N,2025-05-30
11428,죽미체육공원 족구장,기타시설,경기도 오산시 금암동 508 죽미체육공원다목적체육관,죽미체육공원 족구장,18109,127.0437679,37.17916659,031-378-9833,경기도,오산시,20120215,N,2025-06-12
11429,죽미체육공원테니스장,테니스장,경기도 오산시 금암동 508 죽미체육공원다목적체육관,,18109,127.0417825,37.17852819,031-8036-7962,경기도,오산시,20120215,N,2025-06-12
