fid,name,type,zip,addr1,addr2,lon,lat,tel,city,gugun,date
18837,호명면 신도시 쉼터1,간이운동장,,경북 예천군 호명면 산합리 1379,,128.4804613,36.57549549,054-650-8601,경상북도,예천군,20200224
18838,호명면 신도시 쉼터2,간이운동장,,경북 예천군 호명면 산합리 1375,,128.4785267,36.5755087,054-650-8601,경상북도,예천군,20200224
18839,호명면 신도시 쉼터3,간이운동장,,경북 예천군 호명면 산합리 1240,,128.4778654,36.57551329,054-650-8601,경상북도,예천군,20200224
18840,호명면 신도시 쉼터4,간이운동장,,경북 예천군 호명면 산합리 1248,,128.4773731,36.57571042,054-650-6328,경상북도,예천군,20200228
18841,호명면 아기돼지 삼형제 놀이터 내,간이운동장,,경북 예천군 호명면 산합리 1470,,128.4769708,36.57476389,054-650-8601,경상북도,예천군,20200224
18842,호명면 앨리스놀이터,간이운동장,,경북 예천군 호명면 산합리 1302,,128.479452,36.57669742,054-650-6328,경상북도,예천군,20200227
18843,호명면 우방5차(센트럴) 옆 산책로(제3근린공원),간이운동장,36849,경상북도 예천군 호명면 산합리 1398 경북도청신도시우방아이유쉘센트럴,,128.4899285,36.57795455,054-650-8601,경상북도,예천군,20200217
18844,호명면 월포리경로당,간이운동장,36846,경상북도 예천군 호명면 월포리 98-1 월포리노인회관,,128.4825318,36.61972239,054-650-6415,경상북도,예천군,20171101
18845,호명면 전원경로당,간이운동장,36849,경상북도 예천군 호명면 금능리 227-12 금능리세터전원마을경로당,,128.4609073,36.5748249,054-650-6415,경상북도,예천군,20181101
18846,호명면 제2근린공원,간이운동장,,경북 예천군 호명면 산합리 1384,,128.4849536,36.57742914,054-650-6328,경상북도,예천군,20200227
18847,호명면 제3 근린공원,간이운동장,,경북 예천군 호명면 산합리 1396,,128.4922394,36.57867892,054-650-6328,경상북도,예천군,20200227
18848,호명면 제3근린공원 등산로(2),간이운동장,,경북 예천군 호명면 산합리 1396,,128.4922394,36.57867892,054-650-6328,경상북도,예천군,20200227
18849,호명면 종산1리경로당,간이운동장,36846,경상북도 예천군 호명면 종산리 273 종산1리마을회관,,128.4533511,36.61415301,054-650-6415,경상북도,예천군,20171101
18850,호명면 피터팬놀이터 내,간이운동장,,경북 예천군 호명면 산합리 1485,,128.4826226,36.57471174,053-650-8601,경상북도,예천군,20200224
18851,호명면 한기경로당,간이운동장,36850,경상북도 예천군 호명면 한어리 173 한어리경로당,,128.4444139,36.56931679,054-650-6415,경상북도,예천군,20180601
18852,호명면 호반2차 옆 게이트볼장(태교의 숲),간이운동장,,경북 예천군 호명면 산합리 1384,,128.4849536,36.57742914,054-650-8601,경상북도,예천군,20200224
18853,호명면 황삼팔미경로당,간이운동장,36847,경상북도 예천군 호명면 직산리 903-14 직산2리노인회관,,128.494609,36.61395974,054-650-6415,경상북도,예천군,20191110
18854,호명면 황지리 논실경로당 근처,간이운동장,757883,경북 예천군 호명면 황지리 682-2,,128.4952484,36.63132036,054-650-6415,경상북도,예천군,20170601
18855,호미곶면 구만리 65 체육시설,간이운동장,37928,경상북도 포항시 남구 호미곶면 구만리 65 구만1리마을회관,,129.5589888,36.08023593,054-270-2804,경상북도,포항시,19000101
18856,호미어린이공원,간이운동장,305308,대전 유성구 장대동 345,,127.339927,36.36312572,042-6112-038,대전광역시,유성구,20180406
18857,호반베르디움1차아파트,간이운동장,,광주광역시 남구 주월동 458-1,,126.8909503,35.12984898,062-607-2842,광주광역시,남구,20170302
18858,호반소공원,간이운동장,,경북 경산시 계양동 806,,128.7437656,35.83162925,053-810-6158,경상북도,경산시,20180611
18859,호반스위트아파트,간이운동장,,광주광역시 남구 서문대로 704번길 10,,126.8998195,35.12287286,062-607-2842,광주광역시,남구,20170302
18860,호반어린이공원,간이운동장,,전라남도 목포시 용해동,,126.39443,34.814853,061-270-3635,전라남도,목포시,20161231
18861,호반체육관,구기체육관,24327,강원특별자치도 춘천시 석사동 산29-3 호반체육관,,127.7573275,37.86386133,033-250-4232,강원특별자치도,춘천시,19990127
18862,호반테니스장,테니스장,24327,강원특별자치도 춘천시 석사동 77 호반테니스장,,127.7558574,37.8645663,033-250-4232,강원특별자치도,춘천시,20011130
18863,호법면체육공원 게이트볼장,전천후게이트볼장,17397,경기도 이천시 호법면 주박리 546 농어민문화체육센터,,127.4073168,37.21554661,031-644-4315,경기도,이천시,19990101
18864,호법면체육공원 다목적체육관,생활체육관,17397,경기도 이천시 호법면 주박리 546 농어민문화체육센터,,127.4073168,37.21554661,031-644-4315,경기도,이천시,19990101
18865,호법면체육공원 축구장,축구장,17397,경기도 이천시 호법면 주박리 546 농어민문화체육센터,,127.4073168,37.21554661,031-644-4315,경기도,이천시,19990101
18866,호산근린공원 테니스장,테니스장,,강원특별자치도 삼척시 원덕읍 호산리 535,,129.338168,37.17653149,033-570-3671,강원특별자치도,삼척시,20210531
18867,호산리 건강산책로내,간이운동장,,전라북도 익산시 여산면,,127.104305,36.046651,063-859-3233,전북특별자치도,익산시,20161231
18868,호수공원,간이운동장,,경기도 안산시 상록구 사3동,,126.823505,37.30076,031-481-2468,경기도,안산시,20161231
18869,호수공원 농구장(선인장 옆),간이운동장,10400,경기도 고양시 일산동구 장항동 906 일산노인종합복지관,,126.7604422,37.66444706,031-8075-4350,경기도,고양시,19960101
18870,호수공원 농구장(청평지),간이운동장,10430,경기도 고양시 일산동구 장항동 903,,126.7680838,37.64947209,031-8075-4350,경기도,고양시,19990101
18871,호수공원 족구장,간이운동장,28162,충청북도 청주시 흥덕구 오송읍 연제리 883 오송산단관리사무소,연제리899번지,127.3251296,36.63211823,043-201-7521,충청북도,청주시,20080101
18872,호수공원 파크골프장,간이운동장,28162,충청북도 청주시 흥덕구 오송읍 연제리 883 오송산단관리사무소,,127.3248711,36.63233701,043-201-7521,충청북도,청주시,20080101
18873,호수공원게이트볼장,간이운동장,10400,경기도 고양시 일산동구 장항동 906 고양꽃전시관,호수공원 게이트볼장,126.7688141,37.65363885,031-8075-4350,경기도,고양시,19990101
18874,호수공원야외수영장,수영장,15484,경기도 안산시 단원구 고잔동  720 호수공원대림아파트 동문상가,,126.8263492,37.3059862,031-481-7481,경기도,안산시,20140923
18875,호수공원축구장,축구장,426170,경기 안산시 상록구 사동 1513,,126.8293354,37.3002924,031-481-4990,경기도,안산시,20161107
18876,호수운동장,간이운동장,,경기도 안산시 단원구 호수동,,126.822087,37.309188,031-481-1759,경기도,안산시,20161231
18877,호안도로,간이운동장,,부산광역시 수영구 남천2동,,129.116374,35.146022,051-610-4792,부산광역시,수영구,20161231
18878,호암 게이트볼장,전천후게이트볼장,52243,경상남도 산청군 단성면 입석리 840-4,,127.9113377,35.28699011,055-970-6433,경상남도,산청군,20190904
18879,호암1터널상부,간이운동장,,서울특별시 금천구 시흥5동,,126.91694,37.445332,02-2627-1664,서울특별시,금천구,20161231
18880,호암경로당 체육시설,간이운동장,26052,강원특별자치도 태백시 장성동 54-151,,129.0127231,37.10470435,033-550-2404,강원특별자치도,태백시,20101109
18881,호암경로당체육시설,간이운동장,,강원특별자치도 태백시 구문소동,,129.012723,37.104704,033-550-2192,강원특별자치도,태백시,20161231
18882,호암근린공원 체육시설,간이운동장,613100,부산 수영구 광안동 743-5,,129.1115445,35.15824336,051-610-4792,부산광역시,수영구,20070930
18883,호암리버빌아파트 체육시설(내부),간이운동장,27483,충청북도 충주시 호암동 221-23 호암리버빌아파트,,127.9377351,36.95435852,043-850-2492,충청북도,충주시,20130603
18884,호암리버빌아파트 체육시설(외부),간이운동장,,충북 충주시 호암동 879-5,,127.9368919,36.95468082,043-850-2492,충청북도,충주시,20081223
18885,호암마을 체력단련시설,간이운동장,53009,경상남도 통영시 광도면 안정리 611-5,,128.4173709,34.93959016,055-650-4723,경상남도,통영시,20181129
18886,호암봉근린체육시설,간이운동장,,전라남도 강진군 칠량면,,126.80281,34.573815,061-430-3822,전라남도,강진군,20161231
18887,호암제2체육관,구기체육관,27411,충청북도 충주시 호암동 569 호암체육관,호암제2체육관,127.9266385,36.9623915,043-850-3282,충청북도,충주시,20120422
18888,호암지 체육시설,간이운동장,380956,충북 충주시 문화동 3897,,127.9194176,36.96404305,043-850-8396,충청북도,충주시,20090330
18889,호암직동 체육시설,간이운동장,27481,충청북도 충주시 호암동 216,879-5 일원,127.9365174,36.956391,043-850-6621,충청북도,충주시,20180223
18890,호암체육관,구기체육관,27411,충청북도 충주시 호암동 569 호암체육관,호암체육관,127.9269064,36.96271929,043-870-7832,충청북도,충주시,20151212
18891,호암택지 근린공원 2호 체육시설,간이운동장,,충북 충주시 호암동 1047,,127.9210704,36.95491362,043-850-2492,충청북도,충주시,20180601
18892,호암택지 근린공원 3호 체육시설,간이운동장,,충북 충주시 호암동 1064,,127.9280117,36.95423794,043-850-2492,충청북도,충주시,20180601
18893,호암택지 수변공원 체육시설,간이운동장,,충북 충주시 호암동 1260,,127.936603,36.95420716,043-850-2492,충청북도,충주시,20180601
18894,호암택지 어린이공원 3호 체육시설,간이운동장,,충북 충주시 호암동 1286,,127.9362164,36.95365903,043-850-2492,충청북도,충주시,20180601
18895,호원동게이트볼장,전천후게이트볼장,11717,경기도 의정부시 장암동  44-5 의정부자원회수시설,,127.0521007,37.71796556,031-828-4074,경기도,의정부시,20090420
18896,호원실내테니스장,테니스장,11630,경기도 의정부시 호원동 381-27,,127.0353461,37.72723376,031-837-6645,경기도,의정부시,20181219
18897,호음1리(대관) 동네체육시설,간이운동장,742893,경북 상주시 모서면 호음리 732-1,도계공원내,127.8604353,36.2780986,054-537-8296,경상북도,상주시,20180101
18898,호음1리(원호음) 동네체육시설,간이운동장,37276,경상북도 상주시 모서면 호음리 479,,127.8649432,36.29568195,054-537-8296,경상북도,상주시,20150101
18899,호음2리(마을회관) 동네체육시설,간이운동장,742893,경북 상주시 모서면 호음리 35-3,,127.8581481,36.31356662,054-537-8296,경상북도,상주시,20160101
18900,호정2리동네체육시설,간이운동장,28193,충청북도 청주시 상당구 낭성면 호정리 459-1,마을회관앞,127.6026135,36.61434901,043-201-5503,충청북도,청주시,19990101
18901,호태산(푯대봉) 동네체육시설,간이운동장,,충청남도 공주시 신관동,,127.147331,36.467679,041-840-8382,충청남도,공주시,20161231
18902,호평근린공원,간이운동장,,경기도 남양주시 호평동,,127.242272,37.658819,031-590-2681,경기도,남양주시,20161231
18903,호평동생활체육시설,간이운동장,,경기도 남양주시 호평동,,127.251297,37.661847,031-590-2681,경기도,남양주시,19990101
18904,호평체육문화센터,생활체육관,12148,경기도 남양주시 호평동 620 호평체육문화센터,,127.2422797,37.65887795,031-560-1401,경기도,남양주시,19990101
18905,호평체육문화센터수영장,수영장,12148,경기도 남양주시 호평동 620 호평체육문화센터,,127.2422797,37.65887795,031-560-1401,경기도,남양주시,19990101
18906,혼곡마을 체력단련시설,간이운동장,,경남 통영시 욕지면 동항리 산 95-76,,128.2595411,34.62545148,055-650-4723,경상남도,통영시,20181129
18907,홀리마을 체력단련시설,간이운동장,,경남 통영시 광도면 죽림리 1147-1,,128.4003288,34.88608821,055-650-4723,경상남도,통영시,20181129
18908,홈플러스 맞으면 유휴지,간이운동장,,대구광역시 동구 동구 검사동 1103-17,,128.65471,35.88565067,053-662-2183,대구광역시,동구,20170302
18909,홍곡리간이운동시설,간이운동장,,전라남도 영광군 백수읍,,126.394727,35.296183,063-350-5252,전라남도,영광군,20161231
18910,홍골어린이공원 동네체육시설,간이운동장,,충북 청주시 흥덕구 가경동 2227,,127.4333053,36.61844076,043-201-4435,충청북도,청주시,20191230
18911,홍길동테마파크 국궁장,국궁장,57223,전라남도 장성군 황룡면 아곡리 373 홍길동테마파크,,126.7250038,35.32068917,061-390-7453,전라남도,장성군,19990101
18912,홍농 진덕실내게이트볼장,전천후게이트볼장,513881,전남 영광군 홍농읍 진덕리 229-1,,126.4644848,35.41622468,061-350-4852,전라남도,영광군,20161231
18913,홍농 칠곡실내게이트볼장,전천후게이트볼장,57002,전라남도 영광군 홍농읍 칠곡리 140-4 홍농실내게이트볼장,,126.4369486,35.39053472,061-350-4852,전라남도,영광군,20091231
18914,홍동 애향공원,간이운동장,,충청남도 홍성군 홍동면,,126.688958,36.560319,041-630-1636,충청남도,홍성군,20161231
18915,홍법사 옆,간이운동장,48455,부산광역시 남구 문현동 산102 홍법사,,129.0782861,35.13519019,051-607-4372,부산광역시,남구,20240807
18916,홍보공원 체육시설,간이운동장,,울산광역시 중구 태화동 930,,129.3012668,35.57259202,052-290-3672,울산광역시,중구,20170302
18917,홍성 만해야구장,야구장,32212,충청남도 홍성군 결성면 읍내리 29,,126.5501169,36.52882846,041-630-1991,충청남도,홍성군,20230403
18918,홍성군장애인스포츠센터,생활체육관,32216,충청남도 홍성군 홍성읍 소향리 397-118,장애인스포츠센터,126.643479,36.60852241,041-630-1990,충청남도,홍성군,20170407
18919,홍성반다비수영장,수영장,32216,충청남도 홍성군 홍성읍 소향리 397-118,홍성반다비수영장,126.6434739,36.60851455,041-631-9130,충청남도,홍성군,20240731
18920,홍성전천후게이트볼장,전천후게이트볼장,32216,충청남도 홍성군 홍성읍 소향리 397-118,,126.6433187,36.60775137,041-630-1990,충청남도,홍성군,20161231
18921,홍씨마을공원,간이운동장,,서울특별시 서초구 내곡동,,127.065992,37.452804,02-2155-6860,서울특별시,서초구,20161231
18922,홍원리게이트볼장,기타시설,,경기 평택시 포승읍 홍원리 산 18,,126.8888736,37.01055519,031-8024-8242,경기도,평택시,20241231
18923,홍유릉배드민턴장,간이운동장,,경기도 남양주시 금곡동,596-2,127.198674,37.622818,031-590-2963,경기도,남양주시,19990101
18924,홍의정 앞 운동기구,간이운동장,52137,경상남도 의령군 가례면 가례리 646-3,,128.2397,35.3226167,055-570-4404,경상남도,의령군,20180101
18925,홍일어린이공원,간이운동장,,전라남도 목포시 북항동,,126.375918,34.802888,061-270-3635,전라남도,목포시,20161231
18926,홍제동,간이운동장,,서울특별시 서대문구 홍제3동,,126.949011,37.595178,02-330-1129,서울특별시,서대문구,20161231
18927,홍제천1체육시설,간이운동장,3018,서울특별시 종로구 신영동  131-1,세검정사철탕 맞은편,126.9612391,37.60158549,02-2148-1892,서울특별시,종로구,20161009
18928,홍제천2체육시설,간이운동장,3018,서울특별시 종로구 신영동  165 세검정천주교회,세검정성당 맞은편,126.9610904,37.60004295,02-2148-1892,서울특별시,종로구,20161009
18929,홍죽산업단지 완충녹지 산책로,간이운동장,,경기 양주시 백석읍 홍죽리 940-6,,126.9611745,37.80189911,031-8082-7311,경기도,양주시,20211224
18930,홍죽산업단지 완충녹지 산책로(1-2),간이운동장,,경기 양주시 백석읍 홍죽리 940-6,,126.9611745,37.80189911,031-8082-7311,경기도,양주시,19990101
18931,홍죽산업단지 완충녹지 산책로(2),간이운동장,,경기 양주시 백석읍 홍죽리 934,,126.961022,37.80211871,031-8082-7311,경기도,양주시,20211224
18932,홍죽산업단지 완충녹지 산책로(2-2),간이운동장,,경기 양주시 백석읍 홍죽리 934,,126.961022,37.80211871,031-8082-7311,경기도,양주시,19990101
18933,홍죽산업단지 완충녹지 산책로(3),간이운동장,,경기 양주시 백석읍 홍죽리 935,,126.9573175,37.79989278,031-8082-7311,경기도,양주시,20211224
18934,홍죽산업단지 완충녹지 산책로(3-2),간이운동장,,경기 양주시 백석읍 홍죽리 935,,126.9573175,37.79989278,031-8082-7311,경기도,양주시,19990101
18935,홍죽산업단지근린공원,간이운동장,11517,경기도 양주시 백석읍 홍죽리 952,,126.9655062,37.80153575,031-8082-7311,경기도,양주시,20211224
18936,홍죽산업단지근린공원-2,간이운동장,11517,경기도 양주시 백석읍 홍죽리 952,,126.9653064,37.80250647,031-8082-7311,경기도,양주시,19990101
18937,홍천군 양궁훈련장,양궁장,,강원특별자치도 홍천군 홍천읍 태학리 162-6,,127.9055569,37.71413358,033-430-2442,강원특별자치도,홍천군,20171221
18938,홍천군국민체육센터,생활체육관,25126,강원특별자치도 홍천군 홍천읍 태학리 산25,,127.9063131,37.70908059,033-436-7330,강원특별자치도,홍천군,20111121
18939,홍천군민스포츠센터,생활체육관,25126,강원특별자치도 홍천군 홍천읍 태학리 310-3,,127.9070229,37.70664663,033-430-2442,강원특별자치도,홍천군,20110915
18940,홍천군야구장,야구장,25126,강원특별자치도 홍천군 홍천읍 결운리 67,야구장,127.931403,37.72810151,033-430-2442,강원특별자치도,홍천군,20120830
18941,홍천궁도장,국궁장,25126,강원특별자치도 홍천군 홍천읍 태학리 156-3,,127.9055529,37.71370827,033-430-2442,강원특별자치도,홍천군,20020511
18942,홍천스포츠클라이밍센터,인공암벽장,25126,강원특별자치도 홍천군 홍천읍 태학리 145-12,,127.9061773,37.70910325,033-432-1773,강원특별자치도,홍천군,20121227
18943,홍천어린이공원,간이운동장,,경기도 용인시 수지구 신봉동,,127.076238,37.32551,031-324-8332,경기도,용인시,20161231
18944,홍천장애인국민체육센터,생활체육관,25126,강원특별자치도 홍천군 홍천읍 태학리 126-5,,127.9064834,37.70682502,033-433-7976,강원특별자치도,홍천군,20220430
18945,홍천족구장,기타시설,25126,강원특별자치도 홍천군 홍천읍 태학리 126-5,,127.9060413,37.70670175,033-430-2441,강원특별자치도,홍천군,20091231
18946,홍천종합운동장,육상경기장,25126,강원특별자치도 홍천군 홍천읍 태학리 산23-1,,127.9047774,37.70788187,033-432-7330,강원특별자치도,홍천군,20041026
18947,홍천종합체육관,구기체육관,25126,강원특별자치도 홍천군 홍천읍 태학리 307 홍천종합체육관,,127.9082311,37.70874293,033-430-2442,강원특별자치도,홍천군,20050426
18948,홍천테니스장,테니스장,25126,강원특별자치도 홍천군 홍천읍 태학리 302-2,,127.906334,37.71105683,033-430-2442,강원특별자치도,홍천군,20020511
18949,홍천학생체육관,투기체육관,25121,강원특별자치도 홍천군 홍천읍 희망리 33-3,,127.8912547,37.69655221,033-430-2442,강원특별자치도,홍천군,19940416
18950,화강탁구장,구기체육관,24057,강원특별자치도 철원군 서면 와수리 562,,127.4264648,38.24533593,033-450-5291,강원특별자치도,철원군,20110822
18951,화개 게이트볼장,전천후게이트볼장,,경남 하동군 화개면 탑리 574-2,,127.6277797,35.19440229,055-880-2384,경상남도,하동군,20190101
18952,화개 다목적체육관,생활체육관,52303,경상남도 하동군 화개면 탑리 551-4,,127.6281692,35.19519615,055-880-2384,경상남도,하동군,20230601
18953,화개정,국궁장,52304,경상남도 하동군 화개면 덕은리 942-4,,127.627611,35.18356342,055-880-2384,경상남도,하동군,20060101
18954,화개초교,간이운동장,,광주광역시 서구 금호2동,,126.85699,35.125098,062-360-7193,광주광역시,서구,20161231
18955,화곡2리 체육시설,간이운동장,27461,충청북도 충주시 주덕읍 화곡리 209-1 원화곡2리마을회관,,127.8061875,36.99816491,043-850-2302,충청북도,충주시,20210422
18956,화광체육시설,간이운동장,26052,강원특별자치도 태백시 장성동 169-1 장성동행정복지센터,뒤 교회쪽,129.0022008,37.09959933,033-550-2404,강원특별자치도,태백시,19840822
18957,화광체육시설,간이운동장,,강원특별자치도 태백시 장성동,,129.009241,37.099338,033-550-2192,강원특별자치도,태백시,20161231
18958,화남1리,간이운동장,38801,경상북도 영천시 신녕면 화남리 659 권응수장군유적,,128.7608953,36.07742831,054-339-7212,경상북도,영천시,20240918
18959,화남1리 동네체육시설,간이운동장,,경북 영천시 신녕면 화남리 663,,128.7607171,36.07714177,054-339-7212,경상북도,영천시,20240918
18960,화남1리 동네체육시설,간이운동장,38801,경상북도 영천시 신녕면 화남리 584-3 화남1동새마을회관,,128.7606267,36.07857575,054-339-7242,경상북도,영천시,20190530
18961,화남2리 동네체육시설,간이운동장,,경북 영천시 신녕면 화남리 1223,,128.7547401,36.07154321,054-339-7242,경상북도,영천시,20170301
18962,화남3리 동네체육시설,간이운동장,,경북 영천시 신녕면 화남리 967 인근,,128.7642253,36.0670567,054-339-7242,경상북도,영천시,20240401
18963,화남면 다목적운동장,간이운동장,,경북 상주시 화남면 평온리 198,외 1필지,127.9058631,36.45061408,054-537-8918,경상북도,상주시,20230101
18964,화남면 동관1리 동네체육시설,간이운동장,742981,경북 상주시 화남면 동관리 119-3,동관1리 마을회관 근처,127.9363337,36.47910997,054-537-8533,경상북도,상주시,20180508
18965,화남면 평온2리(도암골) 동네체육시설,간이운동장,742983,경북 상주시 화남면 평온리 425-2,,127.8978617,36.44679192,054-537-8534,경상북도,상주시,20190302
18966,화도체육문화센터,생활체육관,12178,경기도 남양주시 화도읍 창현리 529-5,,127.3011741,37.6496096,031-560-1431,경기도,남양주시,19990101
18967,화도체육문화센터수영장,수영장,12178,경기도 남양주시 화도읍 창현리 529-5,화도체육문화센터,127.3011741,37.6496096,031-560-1431,경기도,남양주시,19990101
18968,화도테니스장,테니스장,,경기 남양주시 화도읍 녹촌리 99-21,,127.2972516,37.64303744,031-590-4854,경기도,남양주시,19990101
18969,화동 강가 체육시설,간이운동장,,충북 충주시 금가면 유송리 259-3,,127.8915362,36.99360142,043-850-2384,충청북도,충주시,20130101
18970,화동게이트볼장,기타시설,,충북 충주시 금가면 유송리 356-9,다리 아래,127.8880872,36.99648163,043-850-2384,충청북도,충주시,19990101
18971,화동경로당 소규모체력단련기구,간이운동장,23104,인천광역시 옹진군 백령면 남포리 533 남포 게이트볼장,,124.6837446,37.93470491,032-899-3514,인천광역시,옹진군,20110101
18972,화동리 동네체육시설,간이운동장,37131,경상북도 상주시 공검면 화동리 244,화동리 222,128.1726845,36.5193161,054-537-8473,경상북도,상주시,20150821
18973,화동리 동네체육시설(2023),간이운동장,,경북 상주시 공검면 화동리 731-6,화동리 파크골프장,128.1696539,36.51857109,054-537-8474,경상북도,상주시,20230627
18974,화동마을 체육시설,간이운동장,50411,경상남도 밀양시 산외면 금천리 813-5 화동회관,,128.7900463,35.50614307,055-359-5780,경상남도,밀양시,20160101
18975,화동면 반곡1리 동네체육시설,간이운동장,37147,경상북도 상주시 화동면 반곡리 364-2,,127.9401706,36.37385446,054-537-8322,경상북도,상주시,20190315
18976,화동면 반곡2리 동네체육시설,간이운동장,742881,경북 상주시 화동면 반곡리 540-2,991-8번지(전산오류로 인근주소 입력),127.9348445,36.38401607,054-537-8322,경상북도,상주시,20120101
18977,화동면 보미리 동네체육시설,간이운동장,37147,경상북도 상주시 화동면 보미리 545,,127.9164689,36.37621022,054-537-8322,경상북도,상주시,20180528
18978,화동면 보미리 동네체육시설(정자 옆),간이운동장,,경북 상주시 화동면 보미리 480,,127.9176439,36.37918867,054-537-8322,경상북도,상주시,20230519
18979,화동면 선교1리 동네체육시설,간이운동장,742882,경북 상주시 화동면 선교리 861-15,,127.9733463,36.40001908,054-537-8322,경상북도,상주시,20080101
18980,화동면 선교1리 동네체육시설,간이운동장,742882,경북 상주시 화동면 선교리 861-15,,127.9733463,36.40001908,054-537-8322,경상북도,상주시,20160101
18981,화동면 선교2리 동네체육시설,간이운동장,37144,경상북도 상주시 화동면 선교리 525-2,,127.9690468,36.40037765,054-537-8322,경상북도,상주시,20180619
18982,화동면 신촌1리 동네체육시설,간이운동장,37146,경상북도 상주시 화동면 신촌리 77-7,,127.9546176,36.38019384,054-537-8322,경상북도,상주시,20160101
18983,화동면 신촌1리 동네체육시설(버드니농촌체험장),간이운동장,37146,경상북도 상주시 화동면 신촌리 176-1,,127.9536153,36.37588449,054-537-8322,경상북도,상주시,20190214
18984,화동면 신촌2리 동네체육시설,간이운동장,37146,경상북도 상주시 화동면 신촌리 376,,127.9550502,36.36936427,054-537-8322,경상북도,상주시,20240322
18985,화동면 양지리 동네체육시설(마을회관),간이운동장,37147,경상북도 상주시 화동면 양지리 367-2,,127.9013124,36.37935059,054-537-8322,경상북도,상주시,20210225
18986,화동면 양지리 동네체육시설(마을회관),간이운동장,37147,경상북도 상주시 화동면 양지리 367-2,,127.9013124,36.37935059,054-537-8322,경상북도,상주시,20210225
18987,화동면 양지리 동네체육시설(버스승강장),간이운동장,,경북 상주시 화동면 양지리 169-11,,127.9106465,36.37174345,054-537-8322,경상북도,상주시,20230322
18988,화동면 양지리 동네체육시설(보건지소),간이운동장,37147,경상북도 상주시 화동면 양지리 157-7,양지보건진료소,127.9110773,36.37194625,054-537-8322,경상북도,상주시,20200331
18989,화동면 양지리 동네체육시설(팔음경로당),간이운동장,742881,경북 상주시 화동면 양지리 170-2,,127.9092267,36.37153655,054-537-8322,경상북도,상주시,20160321
18990,화동면 양지리 동네체육시설(팔음산고시원),간이운동장,37147,경상북도 상주시 화동면 양지리 150-3,,127.9102321,36.37261693,054-537-8322,경상북도,상주시,20200331
18991,화동면 양지리 마을체육시설(다라골),간이운동장,37147,경상북도 상주시 화동면 양지리 529,530번지,127.8956251,36.38414762,054-537-8322,경상북도,상주시,20200331
18992,화동면 어산리 동네체육시설(마을회관),간이운동장,37145,경상북도 상주시 화동면 어산리 322-6,,128.0120979,36.40002497,054-537-8322,경상북도,상주시,20180528
18993,화동면 어산리 동네체육시설(신의터재),간이운동장,742882,경북 상주시 화동면 어산리 산 118,,127.9839161,36.39596748,054-537-8322,경상북도,상주시,20080101
18994,화동면 이소1리 동네체육시설(다목적광장-1),간이운동장,37146,경상북도 상주시 화동면 이소리 431,,127.9505188,36.38791207,054-537-8322,경상북도,상주시,20131111
18995,화동면 이소1리 동네체육시설(다목적광장-2),간이운동장,37146,경상북도 상주시 화동면 이소리 431,,127.9505188,36.38791207,054-537-8322,경상북도,상주시,20220616
18996,화동면 이소1리 동네체육시설(족구장),간이운동장,37146,경상북도 상주시 화동면 이소리 431,,127.9505169,36.38791146,054-537-8322,경상북도,상주시,20140101
18997,화동면 이소2리 동네체육시설(마을회관),간이운동장,37146,경상북도 상주시 화동면 이소리 589-8,,127.9456568,36.39393008,054-537-8322,경상북도,상주시,20170101
18998,화동면 이소2리 동네체육시설(정자 옆),간이운동장,,경북 상주시 화동면 이소리 559-3,,127.9428654,36.39469586,054-537-8322,경상북도,상주시,20220616
18999,화동면 이소2리 동네체육시설(화동교회),간이운동장,37146,경상북도 상주시 화동면 이소리 493-1,,127.9514208,36.39111592,054-537-8322,경상북도,상주시,20150319
19000,화동면 이소3리 동네체육시설,간이운동장,742882,경북 상주시 화동면 이소리 379-14,,127.9555105,36.38722279,054-537-8322,경상북도,상주시,20070101
19001,화동면 이소3리 동네체육시설,간이운동장,,경북 상주시 화동면 이소리 379-14,.,127.9555116,36.38722414,054-537-8322,경상북도,상주시,20210225
19002,화동면 이소3리 동네체육시설,간이운동장,,경북 상주시 화동면 이소리 379-14,,127.9555116,36.38722414,054-537-8322,경상북도,상주시,20210225
19003,화동면 이소4리 동네체육시설,간이운동장,37146,경상북도 상주시 화동면 이소리 319-8,,127.9575708,36.38888448,054-537-8322,경상북도,상주시,20180528
19004,화동면 이소리 동네체육시설(게이트볼장),간이운동장,37146,경상북도 상주시 화동면 이소리 157,145-2,127.9616933,36.38815253,054-537-8322,경상북도,상주시,20180101
19005,화동면 이소리 동네체육시설(골프연습장),간이운동장,37146,경상북도 상주시 화동면 이소리 323 화동중교,,127.9587288,36.3884768,054-537-8322,경상북도,상주시,20100101
19006,화동면 판곡1리 게이트볼장,간이운동장,742882,경북 상주시 화동면 판곡리 401-1,,127.9775519,36.4168215,054-537-8322,경상북도,상주시,20120608
19007,화동면 판곡1리 동네체육시설,간이운동장,37144,경상북도 상주시 화동면 판곡리 402-4,401-6(전산오류로 인근주소 입력),127.9777276,36.41599111,054-537-8322,경상북도,상주시,20200301
19008,화동면 판곡2리 동네체육시설(마을회관),간이운동장,37144,경상북도 상주시 화동면 판곡리 716-1,,127.9681885,36.43261091,054-537-8322,경상북도,상주시,20190315
19009,화동면 판곡2리 동네체육시설(말구리),간이운동장,37144,경상북도 상주시 화동면 판곡리 181,,127.9827751,36.43184471,054-537-8322,경상북도,상주시,20190315
